path,category,width,height,has_alpha,sha256,status,source_status,engineering_review,review_note
02_ASSETS/backgrounds/air_objects.png,backgrounds,416,330,True,ffbd2a32ff44fbae1e464706e94e5eec1117bb783dcfd499bfde392ed15e1bdb,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/airplane.png,backgrounds,190,180,True,8b3c16db130bf5f7dc19801d1c67227de61e578cfba4114d95f77ec4bd1186f5,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,内容为云与星点，不是独立飞机。
02_ASSETS/backgrounds/airship.png,backgrounds,215,145,True,f5712693dae748d9f6382ff6468a87ff9f26fd2eb0d3265d2988a1004687c03d,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/asteroid_cluster.png,backgrounds,230,251,True,be28506c60ea2c210940d8e6ef62b4f25be9ff9179c079d6f32fb8f941f37244,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,混有背景色条和光效，不满足独立小行星组要求。
02_ASSETS/backgrounds/bg_city_far.png,backgrounds,720,225,True,bda68e86b0709460c2a75235465fb9cb2f5687ea71e6574054dc3bbf63fe1368,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/bg_city_near.png,backgrounds,786,230,True,6b8b6856d48ea0f95b0f0a97b0a94944fd649cda3b664a812e84b6a7d7711697,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/bg_sky_panel.png,backgrounds,370,250,True,81e6413b1a8b6e4a72c63da59c9783c4cfe0cc8969b31d62824f67e64cc0a46d,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/blimp.png,backgrounds,235,180,True,33792327655fc29d14167dd07b858aa5e73d03edf7ec901593e05b32bf29ea0d,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,内容为云与星点，不是独立飞艇。
02_ASSETS/backgrounds/cloud_large_01.png,backgrounds,365,200,True,871fcc2f758607be2a4d6a21c33c9ec8596321379e302d7b0c9bf8a4cdbfb515,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/cloud_large_02.png,backgrounds,390,195,True,f836cf71251559bf9c71a0c47d5d58bfab28fab700fdd79593784a5c43afc1fb,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/cloud_large_a.png,backgrounds,330,240,True,f562d8072f84d596960fb152077784eefe537e5bfb8d416864118c4ccad91849,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为城市建筑，不是清单所述大云。
02_ASSETS/backgrounds/cloud_large_b.png,backgrounds,350,240,True,c64d71d4b260153d89c63354ee5705f47821d8c4968da6324f13abf2ba87f6a7,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为城市建筑，不是清单所述大云。
02_ASSETS/backgrounds/cloud_mid_a.png,backgrounds,240,170,True,b28eec6489a2b077e0eb12302efaea07e480a2263c5f6dd0bf604f2b385057cc,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为城市建筑，不是清单所述中云。
02_ASSETS/backgrounds/cloud_platforms.png,backgrounds,900,190,True,830de7f942086736d8863c530e54cf8464c54d3ddb4888487583472fe296ed98,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/cloud_small_a.png,backgrounds,185,150,True,5447b9a6bf19f9e1dcc8ec900dc0a7c4b3af29570cba25f029c54c76f9fff9af,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为楼顶，不是清单所述小云。
02_ASSETS/backgrounds/cloud_small_b.png,backgrounds,175,150,True,aa8e50583f925f115988545185f822ec77431f227a7499d35372a228ae10f22b,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为楼顶，不是清单所述小云。
02_ASSETS/backgrounds/cloud_small_c.png,backgrounds,168,149,True,eb130d81cf44c7e17012d754e94f8ad009c1bce254d2154482ebe72dfebb31a3,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为楼顶，不是清单所述小云。
02_ASSETS/backgrounds/cloud_small_group.png,backgrounds,748,220,True,8f539cb2db693749073302983a999f5f04234b44b1b19b11404d1fdc54ed8876,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/earth_curve.png,backgrounds,650,166,True,af2627b1b9a68e1ceb48a18e3a6cef0006cc84b400e13188dbdc4a53c5024e27,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/earth_curve_wide.png,backgrounds,665,246,True,705db6f4f57b9fc1902fbec4b49f317fcfd4c2a5b873a33af719f786d392e2ce,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/earth_full.png,backgrounds,570,206,True,4125f6f72159408a14d80a95961283ffc792288be81083156b8fbbda5dd668aa,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/earth_small.png,backgrounds,190,221,True,eb8d20bc445a11713de488bb894129b3c697acf3d6eb90fcc2a9c286e17aa64d,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/floating_island_01.png,backgrounds,275,220,True,e66ad88afe8167b693058f9bf6b8aabf9782bcbd786807ba54dd717efb1fd2c5,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/floating_island_02.png,backgrounds,235,210,True,363d29c4a0e55ead18833b81f1b7c39775f274cda146c0005962b1076001c888,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/floating_island_large.png,backgrounds,218,210,True,fc8198f53252655dd4f22321e1cd06e70cf60d7196f743b1700c68b0eda68aae,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/floating_island_small.png,backgrounds,190,185,True,86d924cb467b4f87fd02ab2797baf37f57a34c5a6e008ad9572a85072358aced,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/hot_air_balloon.png,backgrounds,170,185,True,36e2b1cadb9e9b82670abe9b97f373805389bbd5285b1f48f75e3d0f999ed1d6,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,内容为风流/星点/星云残片，不是独立热气球。
02_ASSETS/backgrounds/moon.png,backgrounds,150,226,True,74c0eb5be0154fd8fffd334c853a127e93414387827889c5dca0b4469d17a1d9,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,内容为背景色条等残片，不是独立月球。
02_ASSETS/backgrounds/nebula_group.png,backgrounds,320,236,True,0aa07e066a9e4fde41dfa8a48d3b9f8a04f619e354e313c4fa936a063a987bed,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/nebula_large.png,backgrounds,310,180,True,12947f563cb55a20af3678a0b02f3ac46d8dae88752cc09f922d898bebaf14f0,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/planet_purple.png,backgrounds,160,236,True,545904e6eb3b495258ad94c80c68e33f70bd8546b127434b2aed947a8b19d75d,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为色条和邻近残片，不是独立紫色行星。
02_ASSETS/backgrounds/planet_red.png,backgrounds,130,185,True,7e20fa08bb22083bf6eb69b09939e2e30e60e3bfafb24942a662381ecb974182,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为背景色条，不是独立红色行星。
02_ASSETS/backgrounds/planet_ringed.png,backgrounds,190,236,True,02dbcf8eef7bdd2c99bb8ebf1a88322594e2ea351d4e0bd8d609b947c5a1c1d6,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为色条和残片，不是独立带环行星。
02_ASSETS/backgrounds/satellite.png,backgrounds,238,266,True,fa5d62256dc20c6a746f0502c0bcc7f39de40f4f13a104407437fd20ff52dd0d,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,主要内容为其他特效与残片，不是独立卫星。
02_ASSETS/backgrounds/satellite_group.png,backgrounds,268,301,True,506c681134b0304ca2341eb3fdaed74b3a2ada39794eeaefbedb31141b4b57ef,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/space_planets_group.png,backgrounds,570,256,True,8d200c9d5ff6d95437284576e85aa6e8447e4e6b2d0da6a319812b6e9cc82c28,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/star_cluster_a.png,backgrounds,240,140,True,fe64b0937dec290061b26095ceb007aba8a0d5dd28ea0fb8e12cb1390e0c56b1,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/star_cluster_b.png,backgrounds,300,140,True,22b0acff1e53b3e58733e9d9696011770f06aee8df7ea021f808a8e4513d2eae,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/stars_fx_group.png,backgrounds,500,186,True,9de3723c27205eb531e97c22953ec62827ae8455a50276ac5e73d013451c3f24,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/wind_streaks.png,backgrounds,850,145,True,2319ec0ae90a39d530a8c06a9cfbef7a6d0543a02e1bb1baecc5f39d7590b0b2,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/wind_swirl_a.png,backgrounds,285,180,True,80ba2d6c9e2cafadb8cf129a5833ce8ed3a66572e836c1b73482f37fa520df74,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/backgrounds/wind_swirl_b.png,backgrounds,360,190,True,f228383c6c6d08602d473cd9ba2b1733a918f2d470d66f91b44eee8636614c4a,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/claw/claw_cable_flex.png,claw,145,397,True,6b4ecfd6a94a9154d707d6b51248e355bf4b1d71219c654476dc2632bcbbb8d2,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,侧面带邻近组件残片，需完整独立索缆。
02_ASSETS/claw/claw_cable_straight.png,claw,160,399,True,7db8e9c4bab0d1d2c11418270165ec701e028e2c200b6330aec7aa359c263a5f,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,侧面带邻近组件残片。
02_ASSETS/claw/claw_open_mid.png,claw,355,335,True,d5e94acf4eae97ed327def10f9aae224b15547dfa573518c03e558a66891d085,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,右侧带邻近抓手残片。
02_ASSETS/claw/claw_open_narrow.png,claw,350,335,True,791de63db6e7297266397e78219e987c1eb4dea4a608456d7106b43c16faa14b,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,包含两只抓手及烤死的红色方块，不满足独立抓手状态要求。
02_ASSETS/claw/claw_open_wide.png,claw,370,340,True,426f727d91f1fbc841ba50d9b07728845b6763c6e4600681cd3dd6b6b05b3418,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,blocked,右侧带邻近抓手残片。
02_ASSETS/claw/claw_rail.png,claw,860,365,True,26b68f6ddcf6a6cca22d3286b8c47fec05e887615e939fd6f63954f06e6fc111,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_contact_dust.png,fx,250,200,True,831d58703db58e5e736c57f33aa9ef7be6fd9784e51429619d183dc254d417b1,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_debris_color.png,fx,290,250,True,ec510b9b66ab36f27ce8566b3006e33f8802eeb2b1d24368254f5817169b965c,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_impact_burst.png,fx,350,240,True,62b15f36f7d2ea1098bbc9bffcca4b6903b6f8a96a980724305659a79593fa4b,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_impact_ring.png,fx,290,220,True,b240baf07f0b33278c2f34ff627685e577eb0a72b183d3ca481e4d95c03778a2,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_sparkle_strip.png,fx,668,246,True,63295fc35bf6331b84fa82ae13b6468d021960d968f198ecdd59e1de949dff05,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_stable_swirl.png,fx,330,266,True,21f5ee5c5923eaa0822686d397f3c47b5c96655a61ecc63c6d1c181bee7ec635,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_star_green.png,fx,300,266,True,c96f1852889e5921fad4acd5d7421843b99657196eb54517cc9f66715524fdf8,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_star_recover.png,fx,268,265,True,c0cb766827c1d0cde834e043ab986ae6ba04505d1a6a6b790fd9b506cabc7e0a,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_star_red.png,fx,260,261,True,40fcd801d294dafe42abe33061c2b72ef42dff12c49d3de4c434b914b1406cf1,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
02_ASSETS/fx/fx_warning_burst.png,fx,215,240,True,f79f481e2ae890ff2572ac358b421b3c7927fb93d94a9fa54353a011bb02ff95,candidate,READY_CANDIDATE_APPROVED_FOR_CODEX,needs_review,已检查文件一致性；缩略目视浏览不能代替独立工程/运行时视觉验收。
